MA/PDP PSC, MA/PDP TFN, MS PSC, MS TFN, Date Added, Date Updated, Site, Employer Group Indicator,Endorsed Group Indicator, Group Effective Date, Site Name, Group Number,Contract Number, PBP Number, Employer Id, Branch Id, Contract Year, Subdomain
880940,1-855-826-2924,A8C,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,A8D,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,A8E,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,A8F,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,ABM,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,ABN,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,ABP,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AC7,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AC8,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AC9,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,ACA,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,ACB,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,ACC,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AXW,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AY2,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AY3,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AY4,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AY5,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AY6,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AY7,1-877-227-7060,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,94W,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,94X,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,94Y,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,94Z,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95H,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95J,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95K,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95L,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95M,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95N,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95P,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95R,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95S,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95T,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95V,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95W,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95X,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96B,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96C,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96D,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96E,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96F,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96J,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96K,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96L,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96M,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96P,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96Q,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96T,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96V,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9PC,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9PG,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9PH,1-866-676-9426,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,6Z9,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7HJ,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7HS,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7HZ,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7J2,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7JE,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7JK,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7JL,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7JQ,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7JR,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7JS,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7JZ,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7K2,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7N7,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7N8,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7N9,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7ND,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NE,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NG,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NH,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NJ,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NL,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NM,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NN,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NP,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NQ,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NR,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NS,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NT,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7NV,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9N7,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9N8,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9PE,1-866-654-9835,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,22C,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8MC,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8MD,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8ME,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8ML,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8MM,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8MP,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8MQ,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8MS,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8MT,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8NA,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8NB,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8NC,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9K9,1-866-894-6027,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9KB,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9KC,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9KD,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9KE,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9KF,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9KG,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9LX,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9LY,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9LZ,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9SR,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9SS,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9ST,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9SV,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9SW,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9SX,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,ANY,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,ANZ,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AP2,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AP3,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AP4,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AP5,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AP6,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AP7,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AP8,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,AP9,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,APA,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,APC,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,APD,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,APE,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,APF,1-866-894-6034,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9G3,1-877-227-7061,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9JX,1-877-227-7061,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9KP,1-877-227-7061,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9KQ,1-877-227-7061,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,6NT,1-866-894-6027,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,56B,1-866-894-6027,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,56C,1-877-227-7997,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,56D,1-877-227-7997,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,57Y,1-877-227-7997,12/20/2012,01/10/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,27Z,1-866-676-9426,04/15/2013,04/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,288,1-866-894-6034,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,28F,1-877-227-7998,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7KN,1-866-894-6034,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8MW,1-866-894-6034,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8MZ,1-866-894-6034,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8N3,1-866-894-6034,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,8N4,1-866-894-6034,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95Y,1-866-676-9426,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96A,1-866-676-9426,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2FJ,1-877-227-7066,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,28C,1-877-227-7066,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,28A,1-877-227-7060,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2E7,1-877-227-7060,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2EB,1-877-227-7060,04/18/2013,04/18/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3ZH,1-866-894-6034,04/01/2014,05/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3ZL,1-866-894-6034,04/01/2014,05/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3YY,1-866-894-6034,04/01/2014,05/12/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,5MS,877-227-7060,11/18/2014,11/18/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,27K,1-877-227-7060,01/05/2015,02/16/2015,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2TL,1-877-227-7060,02/16/2015,02/16/2015,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XS,1-877-227-7060,02/16/2015,02/16/2015,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,5S6,1-877-227-7060,02/16/2015,02/16/2015,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2TJ,1-866-894-6034,02/16/2015,02/16/2015,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WJ,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WK,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WN,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WP,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WX,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WY,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WZ,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2X2,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2X3,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2X4,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2X5,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2X9,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3WW,1-877-227-7060,04/01/2014,05/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3X3,1-877-227-7060,04/01/2014,05/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WL,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WM,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XG,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XP,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XT,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2YE,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2YF,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2YG,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2YJ,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2YK,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3WT,1-877-227-7060,04/01/2014,05/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3WU,1-877-227-7060,04/01/2014,05/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3Z8,1-866-894-6034,04/01/2014,05/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3ZG,1-866-894-6034,04/01/2014,05/09/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3YW,1-866-894-6034,04/01/2014,05/12/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,3YZ,1-877-227-7066,04/01/2014,05/12/2014,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,9DQ,1-877-227-7060,04/18/2013,04/18/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,7N2,1-866-654-9836,04/18/2013,04/18/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,FP8,1-866-654-9836,04/18/2013,04/18/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,FP9,1-866-654-9836,04/18/2013,04/18/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,28E,1-877-227-7997,04/18/2013,04/18/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,325,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,326,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,327,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,32C,1-877-227-7046,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,32N,1-877-227-7046,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WF,1-877-227-7060,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,335,1-877-227-7060,08/21/2013,08/21/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,95Z,1-866-676-9426,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96N,1-866-676-9426,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,96R,1-866-676-9426,04/17/2013,04/17/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XD,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XE,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XH,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XJ,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XN,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XR,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2WE,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2X6,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2X8,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XA,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XB,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XC,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XF,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2XL,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2YL,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
880940,1-855-826-2924,2YM,1-866-894-6034,08/15/2013,08/15/2013,AARPMedicarePlans,N,,,,,,,,,,
